,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
FOLD 1,0.7781350482315113,0.8778135048231511,0.7781350482315113,0.8327974276527331,0.8456591639871383,0.0
FOLD 2,0.7746031746031746,0.873015873015873,0.7746031746031746,0.8222222222222222,0.8444444444444444,0.0
FOLD 3,0.7746031746031746,0.8634920634920635,0.7746031746031746,0.8412698412698413,0.8634920634920635,0.0
FOLD 4,0.8056426332288401,0.8746081504702194,0.8056426332288401,0.8401253918495298,0.877742946708464,0.0
FOLD 5,0.8060606060606059,0.8757575757575757,0.8060606060606059,0.8636363636363636,0.8363636363636363,0.0
FOLD 6,0.8,0.8666666666666667,0.8,0.8393939393939394,0.8363636363636363,0.0
FOLD 7,0.8181818181818182,0.8727272727272727,0.8181818181818182,0.8515151515151516,0.8575757575757575,0.0
FOLD 8,0.8151515151515152,0.8575757575757575,0.8151515151515152,0.8636363636363636,0.8666666666666667,0.0
FOLD 9,0.7939393939393941,0.8666666666666667,0.7939393939393941,0.8545454545454545,0.8424242424242424,0.0
FOLD 10,0.8060606060606059,0.8575757575757575,0.8060606060606059,0.8515151515151516,0.8454545454545455,0.0
MEAN,0.797237797006064,0.8685899288771004,0.797237797006064,0.8460657307236751,0.8516187103480595,0.0
